;text1;code1;index1;text2;code2;index2;cosine_distance;updated_code1;updated_code2
481; The initial velocity of the ball at its starting position. ;L;346;Initial velocity ;O;1064;0.128300536898151;L;L
482;Equipment accuracy/precision (depending on what is used to take measurements);L;1611;Precision of measurements;O;1800;0.1284871675782145;L;L
483;inaccuracy in calculations ;L;1870;inaccuracy ;O;979;0.1286554694341496;L;L
484;it is the shape of a standard distribution caused by various human errors;L;45;There is generally a normal distribution about a mean value that explains the overall shape, but deviations are due to errors.;O;2478;0.1287776977881659;L;L
485;There is generally a normal distribution about a mean value that explains the overall shape, but deviations are due to errors.;O;2478;it is the shape of a standard distribution caused by various human errors;L;45;0.1287776977881659;L;L
486;slight initial velocity of the ball;L;1794;the force of the ball;O;1685;0.1290050911266995;L;L
487;different initial velocity, ;L;1842;Initial velocity ;O;1064;0.1290687395686636;L;L
488;Initial velocity variance;L;1449;Initial velocity ;O;1064;0.1294005891153209;L;L
489;The ball may have been pushed/spun in a way to affect the distance;L;1795;the force of the ball;O;1685;0.1294436234411519;L;L
490;Differences in initial velocity;L;67;Initial velocity ;O;1064;0.1295361260093337;L;L
491;it a normal distribution ;S;1966;It is basically normal distribution which is like expected from an experiment;L;1054;0.1299492614112406;S;S
492; The material the ball is made of. ;L;305;Shape and size of the ball;O;2005;0.1300644771303706;L;L
493;Error in devices used to make measurements;L;1840;Error in measurement ;O;899;0.1308676085010544;L;O
494;Type of measuring device;L;2422;Different means of measurement ;O;1147;0.130989918695437;L;L
495;Measurement uncertainties in h;O;2264;imperfect measurement of h;L;1517;0.1310565425424629;L;L
496;the velocity and maybe even acceleration ;L;1258;Velocity and ;O;1012;0.1312655965259674;L;L
497;It is a normal distribution, so slight errors cause the measurements to either side of the peak in the middle.;L;1174;There is generally a normal distribution about a mean value that explains the overall shape, but deviations are due to errors.;O;2478;0.1314157580928581;L;L
498;People starting their ball at different places on the ramp;L;1687;majority of the student are able to place the ball in the same location on the ramp;O;157;0.1315581089359662;L;L
499;Human Measurement/Observational Error;L;2419;Measurement error. ;O;2152;0.1315685774808248;L;O
500;Not precise enough measurement tool;L;2530;Limited measuring precision. ;O;445;0.1318660937054987;L;L
501;Experiment was not done right;L;1369;Experimental errors;O;2333;0.1319066472418487;L;O
502;Measurement of distance errors;L;2355;Inaccuracy in measuring distance;O;1935;0.1320710398936424;L;L
503;Exact placement of ball when being dropped;L;1775;Dropping the ball from x height should drop the ball off at a certain spot;O;2146;0.1321435883084094;L;O
504;An added initial velocity to ball;L;1069;the force of the ball;O;1685;0.1324116394828842;L;L
505;Differences in velocity of the particle;L;2653;Particles are moving at different speeds.;O;596;0.1325335921119215;L;L
506;Force used when releasing ball, velocity, gravitational force;L;1346;the force of the ball;O;1685;0.1327599539871795;L;L
507;Human error: slight deviations in measuring;L;1239;Error in measurement ;O;899;0.1328354687725786;L;O
508;Starting ball not at the top of the ramp;L;2157;where ball was placed on ramp;O;1569;0.1330323037940004;L;L
509;Spin of particles;P;771;particles' initial spin in not strictly spin-1/2;L;2733;0.1330517728366043;P;L
510;particles' initial spin in not strictly spin-1/2;L;2733;Spin of particles;P;771;0.1330517728366043;L;P
511;Systematic / human error;L;2204;Systematic Error;O;122;0.1331787857330164;L;O
512;how the h and d were measurement;L;1264;Uncertainty in measurement of h and d;O;2188;0.1333902887122255;L;L
513;Different masses of balls;L;1816;Mass of ball;O;368;0.1334436744751623;L;L
514;Inconsistencies of the path of the ball down the ramp;L;293;where ball was placed on ramp;O;1569;0.1336921726679359;L;L
515;Some students probably pushed the ball faster down the ramp then others.;L;1352;majority of the student are able to place the ball in the same location on the ramp;O;157;0.1336990629327676;L;L
516;Bad measurements;L;1417;inconsistent measurements;O;1000;0.1338306242996421;L;O
517;The weight of the ball is different.;L;971;Weight of ball?;O;1909;0.1340298754823808;L;L
518;Random error from the environment;L;2601;random error;O;200;0.1340830808579849;L;O
519;Variations in measurement apparatus for distance;L;2770;Variation in measurement ;O;2606;0.1341453128656253;L;O
520;Person lets ball go with an initial velocity.;L;1892;the force of the ball;O;1685;0.1342032786011576;L;L
521;different equipment used to measure d (like different rulers);L;1098;Different means of measurement ;O;1147;0.1344369117201301;L;L
522;Giving the ball different amounts of force when rolling it down the ramp;L;230;each event of letting the ball roll down the ramp is independent;O;2418;0.1346859924360831;L;O
523;The particles could be coming out of the source at different positions ;L;675;Particles are moving at different speeds.;O;596;0.1347171655130842;L;L
524;the kinetic friction;L;1549;Friction;O;266;0.1347178738256241;L;L
525;temperature could change speed of particles;L;2759;Particles are moving at different speeds.;O;596;0.1348458610413682;L;L
526;Ball used;L;2013;the force of the ball;O;1685;0.135081312468834;L;L
527;Friction of different surfaces;L;1574;Friction;O;266;0.1351441765352447;L;L
528;uncertainty in measuring distance traveled;L;1768;Inaccuracy in measuring distance;O;1935;0.1353408697037099;L;L
529;Incorrect experiment;L;1355;Experimental error;O;299;0.1354838018230999;O;O
530;inadvertent force exerted on the ball on release;L;1076;the force of the ball;O;1685;0.1355343127701863;L;L
531;Random error from individual experiments;O;2150;Random environmental errors between the experiments;L;2127;0.1356574305950165;O;O
532;Location of the ball ;L;951;Shape and size of the ball;O;2005;0.1357393891091679;L;L
533;human error in measuring d;L;937;Error in measurement ;O;899;0.135779656982683;L;O
534;human error in measuring d;L;1146;Error in measurement ;O;899;0.135779656982683;L;O
535;Human error in measuring d;L;2016;Error in measurement ;O;899;0.135779656982683;L;O
536;how hard you push the ball;L;1869;the force of the ball;O;1685;0.1358295463238272;L;L
537;measuring tools not precise;L;2729;Limited measuring precision. ;O;445;0.1366461119899511;L;L
538;The distance is what is causing the variation of values ;O;1277;External variables are affecting the distance in different cases;L;1303;0.1366890881049022;O;L
539;External variables are affecting the distance in different cases;L;1303;The distance is what is causing the variation of values ;O;1277;0.1366890881049022;L;O
540;Variations of the ball ;L;1982;Shape and size of the ball;O;2005;0.1367522916322394;L;L
541;Error is typically normally distributed;S;1213;Normal Error;O;1232;0.1371783377269931;S;O
542;Normal Error;O;1232;Error is typically normally distributed;S;1213;0.1371783377269931;O;S
543;Pushing the ball;L;1176;the force of the ball;O;1685;0.1372413605012253;L;L
544;The ball was released from different angles;L;1246;the force of the ball;O;1685;0.1373036751179269;L;L
545;Small student error in measuring distance;L;1972;Inaccuracy in measuring distance;O;1935;0.1373310210446702;L;L
546;Imprecise/faulty measuring tools;L;0;Measurement imprecision ;O;866;0.1374181478388908;L;L
547;lack of precision with measuring d;L;1595;Measurement uncertainty of d;O;2597;0.1374690986924255;L;O
548;Measurement error (reading the metre stick incorrectly);L;198;Error in measurement ;O;899;0.1377146270671052;L;O
549;Speed of ball;L;1991;the force of the ball;O;1685;0.1377945754431028;L;L
550;The students are not all starting the ball at the same location;L;1385;majority of the student are able to place the ball in the same location on the ramp;O;157;0.1381108262194288;L;L
551;"Something ""observing' the particle is adjusting it's trajectory randomly";L;2823;Random movement of the particle;P;2639;0.1382332022581214;L;P
552;Incorrectly measured parameters such as h or d;L;1817;Uncertainty in measurement of h and d;O;2188;0.13834960864523;L;L
553;students are measuring the distance differently whether on the first contact with the ground or with where it stops;L;2063;The distance was different for each student ;O;1363;0.1383965075336262;L;O
554;The distance was different for each student ;O;1363;students are measuring the distance differently whether on the first contact with the ground or with where it stops;L;2063;0.1383965075336262;O;L
555;Extra force added;L;1292;amount of force;O;2001;0.1385186647720833;L;L
556;Instrument Precision;L;484;Precision of measurements;O;1800;0.1385437728670938;L;L
557;mistake measuring d;L;2302;Error in measurement ;O;899;0.1387268428529582;L;O
558;Students might not start the ball exactly at the top of the ramp;L;2007;majority of the student are able to place the ball in the same location on the ramp;O;157;0.1390101889805877;L;L
559;Measurement uncertainty of meter stick.;L;313;Uncertainty in measurement;O;1968;0.1392514147689056;L;O
560;bias in the measurements;L;2406;bias in the data;O;2560;0.1392709972957154;O;O
561;bias in the data;O;2560;bias in the measurements;L;2406;0.1392709972957154;O;O
562;Different mass and/or size of the ball being rolled;L;158;Mass of ball;O;368;0.1394314428486256;L;L
563;Statistical uncertainty;O;1915;Statistical variability;S;2080;0.1394539604405591;S;S
564;Statistical Uncertainty;O;1090;Statistical variability;S;2080;0.1394539604405591;S;S
565;Statistical uncertainty;O;1746;Statistical variability;S;2080;0.1394539604405591;S;S
566;slight weight difference with the ball;L;1407;Weight of ball?;O;1909;0.1396504657138971;L;L
567;Slightly differing pushes when the ball is released;L;448;the force of the ball;O;1685;0.1398161752255748;L;L
568;The students could be releasing the ball at different spots.;L;1019;majority of the student are able to place the ball in the same location on the ramp;O;157;0.1398625283874164;L;L
569;Mass of particle;P;557;particles have different masses;L;2690;0.1399759496990348;L;L
570;particles have different masses;L;2690;Mass of particle;P;557;0.1399759496990348;L;L
571;starting the ball at slightly different points on the ramp;L;2019;each event of letting the ball roll down the ramp is independent;O;2418;0.1400201472170229;L;O
572;the balls could have different masses;L;359;Mass of ball;O;368;0.140070509793962;L;L
573;The ball was placed slightly above or below the actual ramp height for some groups.;L;1077;where ball was placed on ramp;O;1569;0.1400970843877411;L;L
574;the measurement of x may be inaccurate;L;303;Imprecision of measurement;O;2195;0.1401488591626409;L;L
575;Height of dropping ball on ramp;L;943;where ball was placed on ramp;O;1569;0.1401666848264774;L;L
576;Differences in equipment (the ramps are specified to be identical, but the balls and other equipment could differ);L;2320;the ball and ramp is the same so they will get similar results;O;1877;0.1404331868407637;L;L
577;Different people measuring, ;L;121;Taking multiple measurements;O;2266;0.1405953312424854;L;O
578;Who is rolling, how much force it being used on the ball;L;1280;the force of the ball;O;1685;0.1406502950849383;L;L
579;Imprecise measurements on the meter stick ;L;409;Imprecision of measurement;O;2195;0.1406818780319525;L;L
580;number of particles not identical;L;570;The same particles have a chance of being in different places;P;2691;0.1408488715088165;L;P
581;Error due to experimental setup;L;736;Experimental error;O;299;0.141007563732878;L;O
582;the speed of the ball rolling;L;1325;the force of the ball;O;1685;0.1410152036185947;L;L
583;ball weight distribution;L;2515;Weight of ball?;O;1909;0.1410481250079986;L;L
584;The height of release of the ball on the table. ;L;97;How far the ball went off the table;O;1674;0.1413529205097622;L;O
585;Outlier on far left. Possibly from an incorrect procedure;L;2882;Outlier on left gives slight left skew;O;1579;0.1413664228300676;L;O
586;Outlier on left gives slight left skew;O;1579;Outlier on far left. Possibly from an incorrect procedure;L;2386;0.1413664228300676;O;L
587;Outlier on far left. Possibly from an incorrect procedure;L;2386;Outlier on left gives slight left skew;O;1579;0.1413664228300676;L;O
588;Ball could have been released on side of ramp instead of in the center;L;1934;where ball was placed on ramp;O;1569;0.1414506920131355;L;L
589;multiple trials;O;1107;the number of trials;L;1848;0.1414880285267471;S;S
590;Chane in initial position of the ball;L;2090;the force of the ball;O;1685;0.1416574458097181;L;L
591;Student error measuring;L;1565;measuring error;O;1111;0.1417122991802494;L;L
592;Accidentally applying a force on the ball rather than letting it roll;L;1742;the force of the ball;O;1685;0.1418966404251823;L;L
593;Quantization of angular momentum;P;664;angular momentum;O;1904;0.1420508779827555;P;O
594;angular momentum;O;1904;Quantization of angular momentum;P;664;0.1420508779827555;O;P
595;measurement error from ruler;L;590;Error in measurement ;O;899;0.1421216279941964;L;O
596;The measurement may have been off;L;1521;inconsistent measurements;O;1000;0.1423639695280127;L;O
597;measurement instrument imperfections;L;2427;Error in measurement ;O;899;0.142387680781388;L;O
598;Experiment is not calibrated correctly;L;2675;experimental uncertainty/error;O;362;0.1423942067048709;L;O
599;Whether the ball was pushed or placed;L;2151;the force of the ball;O;1685;0.1424285006062026;L;L
600;There is an outlier meaning a student's data isn't as close to everyone elses.;O;1316;Some students made a substancial error (outlier data point);L;2812;0.1424938308936537;O;L
601;Some students made a substancial error (outlier data point);L;2812;There is an outlier meaning a student's data isn't as close to everyone elses.;O;1316;0.1424938308936537;L;O
602;Interference/scattering;P;2835;interference;L;821;0.1427067880146036;P;P
603;force with which the student releases the ball.;L;2434;the force of the ball;O;1685;0.1427281576128901;L;L
604;Measurement error of the rulers.;L;605;Error in measurement ;O;899;0.1429896419580852;L;O
605;Measurement errors with the ruler;L;2645;Error in measurement ;O;899;0.1430875131051227;L;O
606;Measurement error using the Meter stick;L;2065;Error in measurement ;O;899;0.1433866651966254;L;O
607;initial speed of the ball;L;1556;the force of the ball;O;1685;0.1435112943473584;L;L
608;inaccurate measuring of D;L;990;Measurement uncertainty of d;O;2597;0.1435137277263669;L;O
609;difference in ball roundness/size;L;1516;Shape and size of the ball;O;2005;0.1435817202124034;L;L
610;Uncertainty in measuring stick;L;1554;Uncertainty in measurement;O;1968;0.1436962950284559;L;O
611;The apparent bump the ball hits before leaving the table;L;2428;How far the ball went off the table;O;1674;0.1437520226894602;L;O
612;random error or experimental bias;O;2014;Random environmental errors between the experiments;L;2127;0.1438705268258144;O;O
613;The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement. ;L;224;Looks like a decent Gaussian distribution due to random uncertainties in the measurements;S;2102;0.1439050145216033;S;S
614;Looks like a decent Gaussian distribution due to random uncertainties in the measurements;S;2102;The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement. ;L;224;0.1439050145216033;S;S
615;measurement uncertainty in ruler;L;843;Uncertainty in measurement;O;1968;0.1439330555096483;L;O
616;Maybe the particles have slightly different masses ;L;2732;The same particles have a chance of being in different places;P;2691;0.1439416587407926;L;P
617;there might be accidentally forces/accelerations when releasing the ball;L;204;the force of the ball;O;1685;0.1442046743265156;L;L
618;measuring tool;L;1211;Different means of measurement ;O;1147;0.1442992404163684;L;L
619;the lenght of the desk, ;O;92;Angle of the desk;L;2084;0.1443312972976601;L;L
620;Angle of the desk;L;2084;the lenght of the desk, ;O;92;0.1443312972976601;L;L
621;Measurement method;L;2564;Different means of measurement ;O;1147;0.1445932362931994;L;L
622;Uncertainty in measurement (including instrument precision, measuring the x-value of the electrons);L;2836;Uncertainty in measurements ;O;2375;0.1446349770104881;L;O
623;lack of precision due to equipment, measuring devices, or calibration thereof;L;1132;Limited measuring precision. ;O;445;0.1450134142518629;L;L
624;the different speeds at which the particle might be moving on the slide;O;591;moving the particles while moving the slide;L;2635;0.1453211888598111;L;L
625;moving the particles while moving the slide;L;2635;the different speeds at which the particle might be moving on the slide;O;591;0.1453211888598111;L;L
626;varying friction;L;1688;Friction;O;266;0.1454136292842285;L;L
627;some systematic error causing the position to be skewed (the field is uneven, etc.);L;2685;Systematic Errors cause slight right skew;O;2237;0.1454399832573262;L;O
628;Systematic Errors cause slight right skew;O;2237;some systematic error causing the position to be skewed (the field is uneven, etc.);L;2685;0.1454399832573262;O;L
629;Spread reveals uncertainty in measurement;O;730;Uncertainty in measurement;L;2175;0.145529193606964;O;O
630;The ball had a bad roll down the ramp;L;1510;where ball was placed on ramp;O;1569;0.1456721813742457;L;L
631;human added force;L;1027;amount of force;O;2001;0.1461831373658522;L;L
632;Error in measurement of the distance on the floor;L;163;Error in measurement ;O;899;0.1464769601023308;O;O
633;The distance of the ball;L;1336;the force of the ball;O;1685;0.1464871168605159;L;L
634;More to the right of the distribution because students may have slightly pushed the ball down the ramp;L;99;majority of the student are able to place the ball in the same location on the ramp;O;157;0.1465336559257162;L;L
635;Bias in data, ;O;1199;bias in the measurements;L;2406;0.1465413509454008;O;O
636;same d and same ramp;O;2011;Location of the identical ramp;L;1228;0.1465790128706626;O;L
637;Location of the identical ramp;L;1228;same d and same ramp;O;2011;0.1465790128706626;L;O
638;the ball could be different;L;1497;Shape and size of the ball;O;2005;0.1465791029776612;L;L
639;Friction between ball and ramp;L;2130;where ball was placed on ramp;O;1569;0.146579685104114;L;L
640;Different sources of measurements (different students);L;1451;Different means of measurement ;O;1147;0.146673192568249;L;L
641;Variations in the particles sent from the source (velocity, mass, etc);L;2779;Particles are moving at different speeds.;O;596;0.1468388738682928;L;L
642;Ball material;L;1976;Shape and size of the ball;O;2005;0.1471188637468191;L;L
643;distance to detection screen;O;881;spatial resolution of detection screen;L;913;0.1472135636483814;L;L
644;spatial resolution of detection screen;L;913;distance to detection screen;O;881;0.1472135636483814;L;L
645;In the time there may be different number of electrons;L;788;different positions of electrons;O;2819;0.1472847606727285;L;O
646;different positions of electrons;O;2819;In the time there may be different number of electrons;L;788;0.1472847606727285;O;L
647;Amount of force put into each roll;L;1266;amount of force;O;2001;0.1472904680904754;L;L
648;Bad measurements/inaccurate ;L;2561;inconsistent measurements;O;1000;0.1478674335621664;L;O
649;Random Spread;P;910;Random distribution ;O;1135;0.148100479522017;O;O
650;Random distribution ;O;1135;Random Spread;P;910;0.148100479522017;O;O
651;there are more than 30 measurements;O;2480;Small number of measurements;L;1037;0.148326310578739;S;S
652;Small number of measurements;L;1037;there are more than 30 measurements;O;2480;0.148326310578739;S;S
653;undertaking several trials;O;1074;the number of trials;L;1848;0.1484452009373015;S;S
654;Minor statistical randomness;S;645;Randomness;P;511;0.1484963082458235;S;O
655;Precision of the ruler;L;2842;precision of measurement;O;53;0.1488172277956999;L;L
656;different ball;L;87;Shape and size of the ball;O;2005;0.1488448974019502;L;L
657;different ball;L;1522;Shape and size of the ball;O;2005;0.1488448974019502;L;L
658;The distribution of data from the students falls under an approximate standard normal curve. ;S;1883;This is a normal distribution, so most students are at the mean value of (or one stnd deviation away from) position for the class experiment. ;O;12;0.1490199072910428;S;S
659;Particles coming out of the SG with different spins and so deflected differently;P;701;The particles could be coming out of the source at different positions ;L;675;0.149021495160036;P;L
660;Maybe not using the correct units of measurement;L;456;Imprecision of measurement;O;2195;0.1490754096447527;L;L
661;friction/lack thereof;L;1410;Friction;O;266;0.1491224589224667;L;L
662;different initial velocities;L;174;Initial velocity ;O;1064;0.1492454671221452;L;L
663;measuring stick accuracy ;L;2401;measurement accuracy;O;1527;0.1492667202935242;L;L
664;slit isn't perfect;L;2863;the size of the slit;O;834;0.1492707604684451;L;L
665;the slope that the ball rolls down;L;1875;The slope of the triangle the ball is sitting on. ;O;1383;0.1494081840057612;L;L
666;The slope of the triangle the ball is sitting on. ;O;1383;the slope that the ball rolls down;L;1875;0.1494081840057612;L;L
667;difference in method of recording measurements;L;1998;Different means of measurement ;O;1147;0.1497390032153948;L;L
668;Inaccuracies of the source;L;2745;inaccuracy ;O;979;0.1497951202806453;L;L